Date;FlowCode;ProductCode;LocationCode;Volume
26/12/2014;5;1;1;1159
02/01/2015;5;1;1;1158
09/01/2015;5;1;1;1118
16/01/2015;5;1;1;996
23/01/2015;5;1;1;1104
30/01/2015;5;1;1;1129
06/02/2015;5;1;1;1068
13/02/2015;5;1;1;925
20/02/2015;5;1;1;881
27/02/2015;5;1;1;773
06/03/2015;5;1;1;1031
13/03/2015;5;1;1;1045
20/03/2015;5;1;1;1080
27/03/2015;5;1;1;1095
03/04/2015;5;1;1;1083
10/04/2015;5;1;1;1097
17/04/2015;5;1;1;1102
24/04/2015;5;1;1;1152
01/05/2015;5;1;1;1184
08/05/2015;5;1;1;1188
15/05/2015;5;1;1;1191
22/05/2015;5;1;1;1194
29/05/2015;5;1;1;1105
05/06/2015;5;1;1;1131
12/06/2015;5;1;1;1157
19/06/2015;5;1;1;1220
26/06/2015;5;1;1;1131
03/07/2015;5;1;1;1180
10/07/2015;5;1;1;1205
17/07/2015;5;1;1;1173
24/07/2015;5;1;1;1158
31/07/2015;5;1;1;1231
07/08/2015;5;1;1;1233
14/08/2015;5;1;1;1190
21/08/2015;5;1;1;1197
28/08/2015;5;1;1;1217
04/09/2015;5;1;1;1179
11/09/2015;5;1;1;1084
18/09/2015;5;1;1;1042
25/09/2015;5;1;1;1035
02/10/2015;5;1;1;1018
09/10/2015;5;1;1;1145
16/10/2015;5;1;1;1141
23/10/2015;5;1;1;1145
30/10/2015;5;1;1;1111
06/11/2015;5;1;1;1158
13/11/2015;5;1;1;1172
20/11/2015;5;1;1;1185
27/11/2015;5;1;1;1214
04/12/2015;5;1;1;1140
11/12/2015;5;1;1;1083
18/12/2015;5;1;1;1092
25/12/2015;5;1;1;1165
01/01/2016;5;1;1;1188
08/01/2016;5;1;1;1146
15/01/2016;5;1;1;1198
22/01/2016;5;1;1;1201
29/01/2016;5;1;1;1060
05/02/2016;5;1;1;1030
12/02/2016;5;1;1;1093
19/02/2016;5;1;1;1077
26/02/2016;5;1;1;1131
04/03/2016;5;1;1;1113
11/03/2016;5;1;1;1027
18/03/2016;5;1;1;1015
25/03/2016;5;1;1;1065
01/04/2016;5;1;1;1137
08/04/2016;5;1;1;1146
15/04/2016;5;1;1;1168
22/04/2016;5;1;1;1166
29/04/2016;5;1;1;1169
06/05/2016;5;1;1;1217
13/05/2016;5;1;1;1208
20/05/2016;5;1;1;1188
27/05/2016;5;1;1;1155
03/06/2016;5;1;1;1108
10/06/2016;5;1;1;1165
17/06/2016;5;1;1;1104
24/06/2016;5;1;1;1087
01/07/2016;5;1;1;1145
08/07/2016;5;1;1;1057
15/07/2016;5;1;1;1114
22/07/2016;5;1;1;1019
29/07/2016;5;1;1;1103
05/08/2016;5;1;1;1039
12/08/2016;5;1;1;1037
19/08/2016;5;1;1;1097
26/08/2016;5;1;1;1115
02/09/2016;5;1;1;1155
09/09/2016;5;1;1;1101
16/09/2016;5;1;1;1111
23/09/2016;5;1;1;1073
30/09/2016;5;1;1;1068
07/10/2016;5;1;1;1038
14/10/2016;5;1;1;1063
21/10/2016;5;1;1;1097
28/10/2016;5;1;1;1088
04/11/2016;5;1;1;1149
11/11/2016;5;1;1;1094
18/11/2016;5;1;1;1172
25/11/2016;5;1;1;1101
02/12/2016;5;1;1;1119
09/12/2016;5;1;1;1108
16/12/2016;5;1;1;1080
23/12/2016;5;1;1;1059
30/12/2016;5;1;1;1011
06/01/2017;5;1;1;1033
13/01/2017;5;1;1;1014
20/01/2017;5;1;1;1035
27/01/2017;5;1;1;1089
03/02/2017;5;1;1;1071
10/02/2017;5;1;1;994
17/02/2017;5;1;1;923
24/02/2017;5;1;1;843
03/03/2017;5;1;1;859
10/03/2017;5;1;1;863
17/03/2017;5;1;1;850
24/03/2017;5;1;1;773
31/03/2017;5;1;1;940
07/04/2017;5;1;1;987
14/04/2017;5;1;1;1049
21/04/2017;5;1;1;1133
28/04/2017;5;1;1;1129
05/05/2017;5;1;1;1139
12/05/2017;5;1;1;1099
19/05/2017;5;1;1;1092
26/05/2017;5;1;1;1116
02/06/2017;5;1;1;1125
09/06/2017;5;1;1;1091
16/06/2017;5;1;1;1109
23/06/2017;5;1;1;1170
30/06/2017;5;1;1;1142
07/07/2017;5;1;1;1081
14/07/2017;5;1;1;1045
21/07/2017;5;1;1;1063
28/07/2017;5;1;1;1095
04/08/2017;5;1;1;1112
11/08/2017;5;1;1;1134
18/08/2017;5;1;1;1136
25/08/2017;5;1;1;1117
01/09/2017;5;1;1;1138
08/09/2017;5;1;1;1150
15/09/2017;5;1;1;1146
22/09/2017;5;1;1;1108
29/09/2017;5;1;1;1003
06/10/2017;5;1;1;1121
13/10/2017;5;1;1;1105
20/10/2017;5;1;1;1035
27/10/2017;5;1;1;1061
03/11/2017;5;1;1;1143
10/11/2017;5;1;1;1179
17/11/2017;5;1;1;1163
24/11/2017;5;1;1;1169
01/12/2017;5;1;1;1130
08/12/2017;5;1;1;1075
15/12/2017;5;1;1;1090
22/12/2017;5;1;1;1161
29/12/2017;5;1;1;1117
05/01/2018;5;1;1;1046
12/01/2018;5;1;1;958
19/01/2018;5;1;1;1061
26/01/2018;5;1;1;1123
02/02/2018;5;1;1;1136
09/02/2018;5;1;1;999
16/02/2018;5;1;1;935
23/02/2018;5;1;1;990
02/03/2018;5;1;1;930
09/03/2018;5;1;1;953
16/03/2018;5;1;1;940
23/03/2018;5;1;1;908
30/03/2018;5;1;1;919
06/04/2018;5;1;1;1049
13/04/2018;5;1;1;1088
02/12/2011;2;1;1;377
09/12/2011;2;1;1;395
16/12/2011;2;1;1;375
23/12/2011;2;1;1;376
30/12/2011;2;1;1;359
06/01/2012;2;1;1;356
13/01/2012;2;1;1;324
20/01/2012;2;1;1;326
27/01/2012;2;1;1;319
03/02/2012;2;1;1;296
10/02/2012;2;1;1;273
17/02/2012;2;1;1;312
24/02/2012;2;1;1;376
02/03/2012;2;1;1;334
09/03/2012;2;1;1;322
16/03/2012;2;1;1;354
23/03/2012;2;1;1;329
30/03/2012;2;1;1;300
06/04/2012;2;1;1;332
13/04/2012;2;1;1;381
20/04/2012;2;1;1;304
27/04/2012;2;1;1;273
04/05/2012;2;1;1;354
11/05/2012;2;1;1;341
18/05/2012;2;1;1;291
25/05/2012;2;1;1;325
01/06/2012;2;1;1;331
08/06/2012;2;1;1;323
15/06/2012;2;1;1;357
22/06/2012;2;1;1;354
29/06/2012;2;1;1;319
06/07/2012;2;1;1;322
13/07/2012;2;1;1;329
20/07/2012;2;1;1;356
27/07/2012;2;1;1;369
03/08/2012;2;1;1;389
10/08/2012;2;1;1;376
17/08/2012;2;1;1;419
24/08/2012;2;1;1;383
31/08/2012;2;1;1;406
07/09/2012;2;1;1;383
14/09/2012;2;1;1;388
21/09/2012;2;1;1;392
28/09/2012;2;1;1;383
05/10/2012;2;1;1;343
12/10/2012;2;1;1;360
19/10/2012;2;1;1;361
26/10/2012;2;1;1;307
02/11/2012;2;1;1;237
09/11/2012;2;1;1;269
16/11/2012;2;1;1;301
23/11/2012;2;1;1;304
30/11/2012;2;1;1;301
07/12/2012;2;1;1;337
14/12/2012;2;1;1;387
21/12/2012;2;1;1;349
28/12/2012;2;1;1;362
04/01/2013;2;1;1;362
11/01/2013;2;1;1;382
18/01/2013;2;1;1;388
25/01/2013;2;1;1;390
01/02/2013;2;1;1;383
08/02/2013;2;1;1;334
15/02/2013;2;1;1;323
22/02/2013;2;1;1;320
01/03/2013;2;1;1;316
08/03/2013;2;1;1;317
15/03/2013;2;1;1;294
22/03/2013;2;1;1;321
29/03/2013;2;1;1;389
05/04/2013;2;1;1;386
12/04/2013;2;1;1;412
19/04/2013;2;1;1;403
26/04/2013;2;1;1;382
03/05/2013;2;1;1;406
10/05/2013;2;1;1;382
17/05/2013;2;1;1;416
24/05/2013;2;1;1;408
31/05/2013;2;1;1;338
07/06/2013;2;1;1;382
14/06/2013;2;1;1;366
21/06/2013;2;1;1;423
28/06/2013;2;1;1;415
05/07/2013;2;1;1;402
12/07/2013;2;1;1;356
19/07/2013;2;1;1;353
26/07/2013;2;1;1;366
02/08/2013;2;1;1;355
09/08/2013;2;1;1;357
16/08/2013;2;1;1;351
23/08/2013;2;1;1;353
30/08/2013;2;1;1;352
06/09/2013;2;1;1;416
13/09/2013;2;1;1;407
20/09/2013;2;1;1;388
27/09/2013;2;1;1;368
04/10/2013;2;1;1;298
11/10/2013;2;1;1;361
18/10/2013;2;1;1;336
25/10/2013;2;1;1;329
01/11/2013;2;1;1;295
08/11/2013;2;1;1;276
15/11/2013;2;1;1;300
22/11/2013;2;1;1;272
29/11/2013;2;1;1;347
06/12/2013;2;1;1;332
13/12/2013;2;1;1;344
20/12/2013;2;1;1;296
27/12/2013;2;1;1;376
03/01/2014;2;1;1;363
10/01/2014;2;1;1;327
17/01/2014;2;1;1;281
24/01/2014;2;1;1;329
31/01/2014;2;1;1;336
07/02/2014;2;1;1;305
14/02/2014;2;1;1;306
21/02/2014;2;1;1;299
28/02/2014;2;1;1;292
07/03/2014;2;1;1;321
14/03/2014;2;1;1;361
21/03/2014;2;1;1;338
28/03/2014;2;1;1;325
04/04/2014;2;1;1;324
11/04/2014;2;1;1;262
18/04/2014;2;1;1;391
25/04/2014;2;1;1;385
02/05/2014;2;1;1;382
09/05/2014;2;1;1;378
16/05/2014;2;1;1;379
23/05/2014;2;1;1;405
30/05/2014;2;1;1;487
06/06/2014;2;1;1;352
13/06/2014;2;1;1;369
20/06/2014;2;1;1;360
27/06/2014;2;1;1;348
04/07/2014;2;1;1;392
11/07/2014;2;1;1;378
18/07/2014;2;1;1;389
25/07/2014;2;1;1;384
01/08/2014;2;1;1;311
08/08/2014;2;1;1;334
15/08/2014;2;1;1;330
22/08/2014;2;1;1;314
29/08/2014;2;1;1;266
05/09/2014;2;1;1;292
12/09/2014;2;1;1;337
19/09/2014;2;1;1;317
26/09/2014;2;1;1;332
03/10/2014;2;1;1;325
10/10/2014;2;1;1;314
17/10/2014;2;1;1;332
24/10/2014;2;1;1;331
31/10/2014;2;1;1;339
07/11/2014;2;1;1;349
14/11/2014;2;1;1;315
21/11/2014;2;1;1;307
28/11/2014;2;1;1;325
05/12/2014;2;1;1;344
12/12/2014;2;1;1;318
19/12/2014;2;1;1;330
26/12/2014;2;1;1;309
02/01/2015;2;1;1;335
09/01/2015;2;1;1;344
16/01/2015;2;1;1;272
23/01/2015;2;1;1;327
30/01/2015;2;1;1;302
06/02/2015;2;1;1;271
13/02/2015;2;1;1;269
20/02/2015;2;1;1;220
27/02/2015;2;1;1;240
06/03/2015;2;1;1;334
13/03/2015;2;1;1;336
20/03/2015;2;1;1;302
27/03/2015;2;1;1;308
03/04/2015;2;1;1;340
10/04/2015;2;1;1;308
17/04/2015;2;1;1;324
24/04/2015;2;1;1;359
01/05/2015;2;1;1;368
08/05/2015;2;1;1;350
15/05/2015;2;1;1;336
22/05/2015;2;1;1;342
29/05/2015;2;1;1;297
05/06/2015;2;1;1;315
12/06/2015;2;1;1;342
19/06/2015;2;1;1;365
26/06/2015;2;1;1;393
03/07/2015;2;1;1;385
10/07/2015;2;1;1;356
17/07/2015;2;1;1;345
24/07/2015;2;1;1;333
31/07/2015;2;1;1;350
07/08/2015;2;1;1;368
14/08/2015;2;1;1;361
21/08/2015;2;1;1;359
28/08/2015;2;1;1;372
04/09/2015;2;1;1;345
11/09/2015;2;1;1;306
18/09/2015;2;1;1;307
25/09/2015;2;1;1;305
02/10/2015;2;1;1;340
09/10/2015;2;1;1;395
16/10/2015;2;1;1;380
23/10/2015;2;1;1;345
30/10/2015;2;1;1;352
06/11/2015;2;1;1;374
13/11/2015;2;1;1;362
20/11/2015;2;1;1;364
27/11/2015;2;1;1;375
04/12/2015;2;1;1;360
11/12/2015;2;1;1;326
18/12/2015;2;1;1;334
25/12/2015;2;1;1;343
01/01/2016;2;1;1;360
08/01/2016;2;1;1;340
15/01/2016;2;1;1;348
22/01/2016;2;1;1;299
29/01/2016;2;1;1;355
05/02/2016;2;1;1;285
12/02/2016;2;1;1;296
19/02/2016;2;1;1;299
26/02/2016;2;1;1;317
04/03/2016;2;1;1;304
11/03/2016;2;1;1;239
18/03/2016;2;1;1;311
25/03/2016;2;1;1;290
01/04/2016;2;1;1;279
08/04/2016;2;1;1;318
15/04/2016;2;1;1;342
22/04/2016;2;1;1;355
29/04/2016;2;1;1;357
06/05/2016;2;1;1;313
13/05/2016;2;1;1;380
20/05/2016;2;1;1;351
27/05/2016;2;1;1;350
03/06/2016;2;1;1;329
10/06/2016;2;1;1;337
17/06/2016;2;1;1;387
24/06/2016;2;1;1;370
01/07/2016;2;1;1;325
08/07/2016;2;1;1;369
15/07/2016;2;1;1;362
22/07/2016;2;1;1;320
29/07/2016;2;1;1;348
05/08/2016;2;1;1;301
12/08/2016;2;1;1;348
19/08/2016;2;1;1;357
26/08/2016;2;1;1;358
02/09/2016;2;1;1;341
09/09/2016;2;1;1;328
16/09/2016;2;1;1;326
23/09/2016;2;1;1;320
30/09/2016;2;1;1;339
07/10/2016;2;1;1;378
14/10/2016;2;1;1;373
21/10/2016;2;1;1;373
28/10/2016;2;1;1;393
04/11/2016;2;1;1;398
11/11/2016;2;1;1;374
18/11/2016;2;1;1;386
25/11/2016;2;1;1;381
02/12/2016;2;1;1;368
09/12/2016;2;1;1;360
16/12/2016;2;1;1;363
23/12/2016;2;1;1;354
30/12/2016;2;1;1;337
06/01/2017;2;1;1;355
13/01/2017;2;1;1;334
20/01/2017;2;1;1;314
27/01/2017;2;1;1;332
03/02/2017;2;1;1;362
10/02/2017;2;1;1;319
17/02/2017;2;1;1;261
24/02/2017;2;1;1;293
03/03/2017;2;1;1;294
10/03/2017;2;1;1;309
17/03/2017;2;1;1;301
24/03/2017;2;1;1;291
31/03/2017;2;1;1;335
07/04/2017;2;1;1;339
14/04/2017;2;1;1;344
21/04/2017;2;1;1;345
28/04/2017;2;1;1;364
05/05/2017;2;1;1;362
12/05/2017;2;1;1;324
19/05/2017;2;1;1;330
26/05/2017;2;1;1;321
02/06/2017;2;1;1;343
09/06/2017;2;1;1;361
16/06/2017;2;1;1;357
23/06/2017;2;1;1;348
30/06/2017;2;1;1;377
07/07/2017;2;1;1;357
14/07/2017;2;1;1;305
21/07/2017;2;1;1;318
28/07/2017;2;1;1;332
04/08/2017;2;1;1;348
11/08/2017;2;1;1;357
18/08/2017;2;1;1;404
25/08/2017;2;1;1;321
01/09/2017;2;1;1;341
08/09/2017;2;1;1;294
15/09/2017;2;1;1;316
22/09/2017;2;1;1;336
29/09/2017;2;1;1;335
06/10/2017;2;1;1;359
13/10/2017;2;1;1;338
20/10/2017;2;1;1;308
27/10/2017;2;1;1;356
03/11/2017;2;1;1;410
10/11/2017;2;1;1;398
17/11/2017;2;1;1;399
24/11/2017;2;1;1;378
01/12/2017;2;1;1;356
08/12/2017;2;1;1;348
15/12/2017;2;1;1;358
22/12/2017;2;1;1;367
29/12/2017;2;1;1;385
05/01/2018;2;1;1;354
12/01/2018;2;1;1;282
19/01/2018;2;1;1;301
26/01/2018;2;1;1;337
02/02/2018;2;1;1;341
09/02/2018;2;1;1;294
16/02/2018;2;1;1;276
23/02/2018;2;1;1;309
02/03/2018;2;1;1;312
09/03/2018;2;1;1;276
16/03/2018;2;1;1;266
23/03/2018;2;1;1;295
30/03/2018;2;1;1;316
06/04/2018;2;1;1;403
13/04/2018;2;1;1;351
02/12/2011;3;1;1;160
09/12/2011;3;1;1;97
16/12/2011;3;1;1;126
23/12/2011;3;1;1;149
30/12/2011;3;1;1;225
06/01/2012;3;1;1;154
13/01/2012;3;1;1;217
20/01/2012;3;1;1;138
27/01/2012;3;1;1;148
03/02/2012;3;1;1;110
10/02/2012;3;1;1;130
17/02/2012;3;1;1;119
24/02/2012;3;1;1;212
02/03/2012;3;1;1;165
09/03/2012;3;1;1;101
16/03/2012;3;1;1;108
23/03/2012;3;1;1;154
30/03/2012;3;1;1;146
06/04/2012;3;1;1;18
13/04/2012;3;1;1;118
20/04/2012;3;1;1;101
27/04/2012;3;1;1;91
04/05/2012;3;1;1;40
11/05/2012;3;1;1;62
18/05/2012;3;1;1;100
25/05/2012;3;1;1;66
01/06/2012;3;1;1;96
08/06/2012;3;1;1;61
15/06/2012;3;1;1;65
22/06/2012;3;1;1;90
29/06/2012;3;1;1;32
06/07/2012;3;1;1;48
13/07/2012;3;1;1;55
20/07/2012;3;1;1;105
27/07/2012;3;1;1;35
03/08/2012;3;1;1;65
10/08/2012;3;1;1;105
17/08/2012;3;1;1;77
24/08/2012;3;1;1;112
31/08/2012;3;1;1;70
07/09/2012;3;1;1;89
14/09/2012;3;1;1;92
21/09/2012;3;1;1;52
28/09/2012;3;1;1;55
05/10/2012;3;1;1;53
12/10/2012;3;1;1;37
19/10/2012;3;1;1;53
26/10/2012;3;1;1;25
02/11/2012;3;1;1;51
09/11/2012;3;1;1;193
16/11/2012;3;1;1;171
23/11/2012;3;1;1;126
30/11/2012;3;1;1;135
07/12/2012;3;1;1;185
14/12/2012;3;1;1;237
21/12/2012;3;1;1;209
28/12/2012;3;1;1;106
04/01/2013;3;1;1;190
11/01/2013;3;1;1;174
18/01/2013;3;1;1;149
25/01/2013;3;1;1;204
01/02/2013;3;1;1;77
08/02/2013;3;1;1;113
15/02/2013;3;1;1;281
22/02/2013;3;1;1;153
01/03/2013;3;1;1;109
08/03/2013;3;1;1;242
15/03/2013;3;1;1;62
22/03/2013;3;1;1;171
29/03/2013;3;1;1;80
05/04/2013;3;1;1;108
12/04/2013;3;1;1;312
19/04/2013;3;1;1;153
26/04/2013;3;1;1;223
03/05/2013;3;1;1;118
10/05/2013;3;1;1;81
17/05/2013;3;1;1;100
24/05/2013;3;1;1;82
31/05/2013;3;1;1;88
07/06/2013;3;1;1;39
14/06/2013;3;1;1;85
21/06/2013;3;1;1;81
28/06/2013;3;1;1;67
05/07/2013;3;1;1;73
12/07/2013;3;1;1;125
19/07/2013;3;1;1;119
26/07/2013;3;1;1;95
02/08/2013;3;1;1;46
09/08/2013;3;1;1;38
16/08/2013;3;1;1;11
23/08/2013;3;1;1;121
30/08/2013;3;1;1;72
06/09/2013;3;1;1;84
13/09/2013;3;1;1;78
20/09/2013;3;1;1;108
27/09/2013;3;1;1;57
04/10/2013;3;1;1;134
11/10/2013;3;1;1;65
18/10/2013;3;1;1;78
25/10/2013;3;1;1;120
01/11/2013;3;1;1;173
08/11/2013;3;1;1;126
15/11/2013;3;1;1;92
22/11/2013;3;1;1;153
29/11/2013;3;1;1;209
06/12/2013;3;1;1;75
13/12/2013;3;1;1;220
20/12/2013;3;1;1;164
27/12/2013;3;1;1;138
03/01/2014;3;1;1;105
10/01/2014;3;1;1;158
17/01/2014;3;1;1;185
24/01/2014;3;1;1;314
31/01/2014;3;1;1;299
07/02/2014;3;1;1;266
14/02/2014;3;1;1;326
21/02/2014;3;1;1;305
28/02/2014;3;1;1;332
07/03/2014;3;1;1;264
14/03/2014;3;1;1;259
21/03/2014;3;1;1;219
28/03/2014;3;1;1;215
04/04/2014;3;1;1;310
11/04/2014;3;1;1;255
18/04/2014;3;1;1;86
25/04/2014;3;1;1;150
02/05/2014;3;1;1;119
09/05/2014;3;1;1;98
16/05/2014;3;1;1;111
23/05/2014;3;1;1;121
30/05/2014;3;1;1;165
06/06/2014;3;1;1;73
13/06/2014;3;1;1;77
20/06/2014;3;1;1;61
27/06/2014;3;1;1;62
04/07/2014;3;1;1;74
11/07/2014;3;1;1;51
18/07/2014;3;1;1;77
25/07/2014;3;1;1;88
01/08/2014;3;1;1;109
08/08/2014;3;1;1;120
15/08/2014;3;1;1;107
22/08/2014;3;1;1;60
29/08/2014;3;1;1;93
05/09/2014;3;1;1;83
12/09/2014;3;1;1;155
19/09/2014;3;1;1;123
26/09/2014;3;1;1;28
03/10/2014;3;1;1;44
10/10/2014;3;1;1;139
17/10/2014;3;1;1;85
24/10/2014;3;1;1;28
31/10/2014;3;1;1;87
07/11/2014;3;1;1;78
14/11/2014;3;1;1;46
21/11/2014;3;1;1;123
28/11/2014;3;1;1;110
05/12/2014;3;1;1;164
12/12/2014;3;1;1;136
19/12/2014;3;1;1;304
26/12/2014;3;1;1;162
02/01/2015;3;1;1;259
09/01/2015;3;1;1;229
16/01/2015;3;1;1;230
23/01/2015;3;1;1;415
30/01/2015;3;1;1;406
06/02/2015;3;1;1;237
13/02/2015;3;1;1;213
20/02/2015;3;1;1;287
27/02/2015;3;1;1;310
06/03/2015;3;1;1;465
13/03/2015;3;1;1;201
20/03/2015;3;1;1;294
27/03/2015;3;1;1;263
03/04/2015;3;1;1;277
10/04/2015;3;1;1;177
17/04/2015;3;1;1;223
24/04/2015;3;1;1;125
01/05/2015;3;1;1;86
08/05/2015;3;1;1;270
15/05/2015;3;1;1;148
22/05/2015;3;1;1;199
29/05/2015;3;1;1;50
05/06/2015;3;1;1;158
12/06/2015;3;1;1;108
19/06/2015;3;1;1;121
26/06/2015;3;1;1;121
03/07/2015;3;1;1;130
10/07/2015;3;1;1;106
17/07/2015;3;1;1;152
24/07/2015;3;1;1;119
31/07/2015;3;1;1;87
07/08/2015;3;1;1;105
14/08/2015;3;1;1;138
21/08/2015;3;1;1;79
28/08/2015;3;1;1;75
04/09/2015;3;1;1;110
11/09/2015;3;1;1;60
18/09/2015;3;1;1;72
25/09/2015;3;1;1;50
02/10/2015;3;1;1;87
09/10/2015;3;1;1;115
16/10/2015;3;1;1;56
23/10/2015;3;1;1;103
30/10/2015;3;1;1;80
06/11/2015;3;1;1;80
13/11/2015;3;1;1;152
20/11/2015;3;1;1;122
27/11/2015;3;1;1;218
04/12/2015;3;1;1;55
11/12/2015;3;1;1;73
18/12/2015;3;1;1;116
25/12/2015;3;1;1;119
01/01/2016;3;1;1;162
08/01/2016;3;1;1;101
15/01/2016;3;1;1;114
22/01/2016;3;1;1;168
29/01/2016;3;1;1;130
05/02/2016;3;1;1;158
12/02/2016;3;1;1;187
19/02/2016;3;1;1;198
26/02/2016;3;1;1;302
04/03/2016;3;1;1;125
11/03/2016;3;1;1;209
18/03/2016;3;1;1;88
25/03/2016;3;1;1;80
01/04/2016;3;1;1;57
08/04/2016;3;1;1;173
15/04/2016;3;1;1;81
22/04/2016;3;1;1;199
29/04/2016;3;1;1;120
06/05/2016;3;1;1;107
13/05/2016;3;1;1;48
20/05/2016;3;1;1;142
27/05/2016;3;1;1;69
03/06/2016;3;1;1;164
10/06/2016;3;1;1;54
17/06/2016;3;1;1;50
24/06/2016;3;1;1;25
01/07/2016;3;1;1;61
08/07/2016;3;1;1;48
15/07/2016;3;1;1;145
22/07/2016;3;1;1;83
29/07/2016;3;1;1;89
05/08/2016;3;1;1;169
12/08/2016;3;1;1;64
19/08/2016;3;1;1;159
26/08/2016;3;1;1;113
02/09/2016;3;1;1;53
09/09/2016;3;1;1;115
16/09/2016;3;1;1;70
23/09/2016;3;1;1;96
30/09/2016;3;1;1;96
07/10/2016;3;1;1;64
14/10/2016;3;1;1;23
21/10/2016;3;1;1;71
28/10/2016;3;1;1;58
04/11/2016;3;1;1;103
11/11/2016;3;1;1;101
18/11/2016;3;1;1;97
25/11/2016;3;1;1;157
02/12/2016;3;1;1;103
09/12/2016;3;1;1;229
16/12/2016;3;1;1;186
23/12/2016;3;1;1;156
30/12/2016;3;1;1;97
06/01/2017;3;1;1;95
13/01/2017;3;1;1;151
20/01/2017;3;1;1;122
27/01/2017;3;1;1;235
03/02/2017;3;1;1;203
10/02/2017;3;1;1;150
17/02/2017;3;1;1;96
24/02/2017;3;1;1;209
03/03/2017;3;1;1;262
10/03/2017;3;1;1;76
17/03/2017;3;1;1;126
24/03/2017;3;1;1;114
31/03/2017;3;1;1;131
07/04/2017;3;1;1;117
14/04/2017;3;1;1;166
21/04/2017;3;1;1;54
28/04/2017;3;1;1;109
05/05/2017;3;1;1;92
12/05/2017;3;1;1;119
19/05/2017;3;1;1;89
26/05/2017;3;1;1;45
02/06/2017;3;1;1;115
09/06/2017;3;1;1;50
16/06/2017;3;1;1;84
23/06/2017;3;1;1;128
30/06/2017;3;1;1;107
07/07/2017;3;1;1;83
14/07/2017;3;1;1;58
21/07/2017;3;1;1;125
28/07/2017;3;1;1;31
04/08/2017;3;1;1;35
11/08/2017;3;1;1;115
18/08/2017;3;1;1;70
25/08/2017;3;1;1;82
01/09/2017;3;1;1;108
08/09/2017;3;1;1;63
15/09/2017;3;1;1;82
22/09/2017;3;1;1;68
29/09/2017;3;1;1;37
06/10/2017;3;1;1;81
13/10/2017;3;1;1;71
20/10/2017;3;1;1;120
27/10/2017;3;1;1;101
03/11/2017;3;1;1;64
10/11/2017;3;1;1;97
17/11/2017;3;1;1;171
24/11/2017;3;1;1;93
01/12/2017;3;1;1;94
08/12/2017;3;1;1;127
15/12/2017;3;1;1;373
22/12/2017;3;1;1;234
29/12/2017;3;1;1;90
05/01/2018;3;1;1;153
12/01/2018;3;1;1;101
19/01/2018;3;1;1;231
26/01/2018;3;1;1;514
02/02/2018;3;1;1;289
09/02/2018;3;1;1;228
16/02/2018;3;1;1;215
23/02/2018;3;1;1;183
02/03/2018;3;1;1;256
09/03/2018;3;1;1;219
16/03/2018;3;1;1;94
23/03/2018;3;1;1;137
30/03/2018;3;1;1;82
06/04/2018;3;1;1;122
13/04/2018;3;1;1;101
02/12/2011;6;1;1;56873
09/12/2011;6;1;1;55419
16/12/2011;6;1;1;54407
23/12/2011;6;1;1;53782
30/12/2011;6;1;1;54069
06/01/2012;6;1;1;54806
13/01/2012;6;1;1;54230
20/01/2012;6;1;1;52990
27/01/2012;6;1;1;52152
03/02/2012;6;1;1;51261
10/02/2012;6;1;1;49031
17/02/2012;6;1;1;49948
24/02/2012;6;1;1;49263
02/03/2012;6;1;1;47860
09/03/2012;6;1;1;46147
16/03/2012;6;1;1;45942
23/03/2012;6;1;1;47010
30/03/2012;6;1;1;46530
06/04/2012;6;1;1;45090
13/04/2012;6;1;1;44500
20/04/2012;6;1;1;45040
27/04/2012;6;1;1;43400
04/05/2012;6;1;1;41446
11/05/2012;6;1;1;41529
18/05/2012;6;1;1;38885
25/05/2012;6;1;1;38626
01/06/2012;6;1;1;39241
08/06/2012;6;1;1;38444
15/06/2012;6;1;1;39695
22/06/2012;6;1;1;39781
29/06/2012;6;1;1;38687
06/07/2012;6;1;1;40315
13/07/2012;6;1;1;40746
20/07/2012;6;1;1;42114
27/07/2012;6;1;1;41640
03/08/2012;6;1;1;41665
10/08/2012;6;1;1;42267
17/08/2012;6;1;1;42018
24/08/2012;6;1;1;43187
31/08/2012;6;1;1;43067
07/09/2012;6;1;1;43905
14/09/2012;6;1;1;43435
21/09/2012;6;1;1;41558
28/09/2012;6;1;1;41148
05/10/2012;6;1;1;39362
12/10/2012;6;1;1;38436
19/10/2012;6;1;1;39521
26/10/2012;6;1;1;38834
02/11/2012;6;1;1;38288
09/11/2012;6;1;1;36079
16/11/2012;6;1;1;34446
23/11/2012;6;1;1;36367
30/11/2012;6;1;1;37959
07/12/2012;6;1;1;38233
14/12/2012;6;1;1;39246
21/12/2012;6;1;1;39965
28/12/2012;6;1;1;41408
04/01/2013;6;1;1;43252
11/01/2013;6;1;1;42516
18/01/2013;6;1;1;42341
25/01/2013;6;1;1;41312
01/02/2013;6;1;1;40089
08/02/2013;6;1;1;37519
15/02/2013;6;1;1;36212
22/02/2013;6;1;1;35901
01/03/2013;6;1;1;35133
08/03/2013;6;1;1;35907
15/03/2013;6;1;1;34337
22/03/2013;6;1;1;32998
29/03/2013;6;1;1;32310
05/04/2013;6;1;1;32787
12/04/2013;6;1;1;34202
19/04/2013;6;1;1;34332
26/04/2013;6;1;1;33970
03/05/2013;6;1;1;36074
10/05/2013;6;1;1;35014
17/05/2013;6;1;1;34292
