TradeDate;ContractDate;PriceCode;OptionTypeCode;StrikePrice;SettlementPrice;HighPrice;LowPrice;Volume;Previous
04-mai-18;01-juin-18;1;1;67,5;2,67;2,87;1,62;129;1,8
04-mai-18;01-juin-18;1;1;68;2,3;2,53;1,34;729;1,51
04-mai-18;01-juin-18;1;1;68,5;1,95;2,14;1,09;544;1,25
04-mai-18;01-juin-18;1;1;69;1,64;1,85;0,89;1284;1,02
04-mai-18;01-juin-18;1;1;69,5;1,37;1,54;0,72;662;0,83
04-mai-18;01-juin-18;1;1;70;1,13;1,3;0,57;4832;0,67
04-mai-18;01-juin-18;1;1;70,5;0,92;1,08;0,46;804;0,54
04-mai-18;01-juin-18;1;1;71;0,74;0,89;0,36;1355;0,43
04-mai-18;01-juin-18;1;1;71,5;0,6;0,72;0,29;1005;0,35
04-mai-18;01-juin-18;1;1;72;0,47;0,59;0,24;4025;0,28
04-mai-18;01-juin-18;1;1;72,5;0,38;0,47;0,19;1837;0,22
04-mai-18;01-juin-18;1;1;73;0,3;0,38;0,16;2423;0,18
04-mai-18;01-juin-18;1;1;73,5;0,24;0,3;0,12;366;0,15
04-mai-18;01-juin-18;1;1;74;0,19;0,26;0,11;1861;0,12
04-mai-18;01-juin-18;1;1;74,5;0,16;0,21;0,09;760;0,1
04-mai-18;01-juin-18;1;1;75;0,13;0,16;0,07;3602;0,09
04-mai-18;01-juin-18;1;1;75,5;0,1;0,13;0,06;130;0,07
04-mai-18;01-juin-18;1;1;76;0,08;0,11;0,05;396;0,06
04-mai-18;01-juin-18;1;1;76,5;0,07;0,09;0,05;102;0,05
04-mai-18;01-juin-18;1;1;77;0,06;0,08;0,03;607;0,04
04-mai-18;01-juin-18;1;1;77,5;0,05;0,07;0,03;253;0,04
04-mai-18;01-juin-18;1;1;78;0,04;0,06;0,03;1388;0,03
04-mai-18;01-juin-18;1;1;78,5;0,04;0,04;0,02;23;0,03
04-mai-18;01-juin-18;1;1;79;0,03;0,04;0,02;250;0,02
04-mai-18;01-juin-18;1;1;79,5;0,03;0,03;0,02;724;0,02
04-mai-18;01-juin-18;1;1;80;0,02;0,04;0,02;1529;0,02
04-mai-18;01-juin-18;1;1;80,5;0,02;0,03;0,02;3;0,02
04-mai-18;01-juin-18;1;1;81;0,02;0,02;0,01;406;0,01
04-mai-18;01-juin-18;1;1;81,5;0,02;0,02;0,01;22;0,01
04-mai-18;01-juin-18;1;1;82;0,02;0,02;0,02;1;0,01
04-mai-18;01-juin-18;1;1;82,5;0,01;0,01;0,01;1;0,01
04-mai-18;01-juin-18;1;1;83;0,01;0,01;0,01;336;0,01
04-mai-18;01-juin-18;1;1;83,5;0,01;0,01;0,01;397;0,01
04-mai-18;01-juin-18;1;1;84;0,01;0,01;0,01;234;0,01
04-mai-18;01-juin-18;1;1;84,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;85;0,01;0,01;0,01;11;0,01
04-mai-18;01-juin-18;1;1;85,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;86;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;86,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;87;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;87,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;88;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;88,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;89;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;89,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;90;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;90,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;91;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;91,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;92;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;92,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;93;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;93,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;94;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;94,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;95;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;95,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;96;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;96,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;97;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;97,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;98;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;98,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;99;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;100;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;100,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;101;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;102;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;103;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;104;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;105;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;106,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;110;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;115;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;117;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;140;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;150;0,01;;;0;0,01
04-mai-18;01-juin-18;1;1;200;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;22,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;25;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;26,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;27;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;27,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;28;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;29,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;30;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;31;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;31,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;32;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;32,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;33;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;33,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;34;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;34,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;35;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;35,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;36;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;36,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;37;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;37,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;38;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;38,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;39;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;39,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;40;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;40,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;41;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;41,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;42;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;42,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;43;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;43,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;44;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;44,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;45;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;45,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;46;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;46,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;47;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;47,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;48;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;48,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;49;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;49,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;50;0,01;;;1;0,01
04-mai-18;01-juin-18;1;2;50,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;51;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;51,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;52;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;52,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;53;0,01;;;1;0,01
04-mai-18;01-juin-18;1;2;53,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;54;0,01;0,01;0,01;4;0,01
04-mai-18;01-juin-18;1;2;54,5;0,01;;;0;0,01
04-mai-18;01-juin-18;1;2;55;0,01;0,01;0,01;160;0,01
04-mai-18;01-juin-18;1;2;55,5;0,01;0,01;0,01;60;0,01
04-mai-18;01-juin-18;1;2;56;0,01;0,01;0,01;85;0,01
04-mai-18;01-juin-18;1;2;56,5;0,01;0,01;0,01;87;0,01
04-mai-18;01-juin-18;1;2;57;0,01;0,01;0,01;390;0,01
04-mai-18;01-juin-18;1;2;57,5;0,01;0,02;0,01;354;0,02
04-mai-18;01-juin-18;1;2;58;0,01;0,02;0,01;170;0,02
04-mai-18;01-juin-18;1;2;58,5;0,01;0,02;0,01;473;0,03
04-mai-18;01-juin-18;1;2;59;0,02;0,03;0,01;335;0,03
04-mai-18;01-juin-18;1;2;59,5;0,02;0,04;0,02;1007;0,04
04-mai-18;01-juin-18;1;2;60;0,02;0,06;0,02;1341;0,05
04-mai-18;01-juin-18;1;2;60,5;0,03;0,05;0,03;1447;0,05
04-mai-18;01-juin-18;1;2;61;0,03;0,07;0,03;866;0,06
04-mai-18;01-juin-18;1;2;61,5;0,04;0,08;0,03;851;0,08
04-mai-18;01-juin-18;1;2;62;0,05;0,1;0,04;1290;0,09
04-mai-18;01-juin-18;1;2;62,5;0,05;0,12;0,05;768;0,11
04-mai-18;01-juin-18;1;2;63;0,07;0,12;0,06;1056;0,13
04-mai-18;01-juin-18;1;2;63,5;0,08;0,17;0,07;1379;0,15
04-mai-18;01-juin-18;1;2;64;0,1;0,2;0,09;1640;0,19
04-mai-18;01-juin-18;1;2;64,5;0,12;0,24;0,11;1717;0,23
04-mai-18;01-juin-18;1;2;65;0,15;0,31;0,14;8897;0,28
04-mai-18;01-juin-18;1;2;65,5;0,18;0,38;0,17;1124;0,35
04-mai-18;01-juin-18;1;2;66;0,22;0,48;0,21;3254;0,44
04-mai-18;01-juin-18;1;2;66,5;0,28;0,6;0,27;1656;0,56
04-mai-18;01-juin-18;1;2;67;0,36;0,75;0,34;3748;0,7
04-mai-18;01-juin-18;1;2;67,5;0,46;0,95;0,43;1671;0,87
04-mai-18;01-juin-18;1;2;68;0,58;1,16;0,54;3168;1,08
04-mai-18;01-juin-18;1;2;68,5;0,73;1,41;0,71;833;1,32
04-mai-18;01-juin-18;1;2;69;0,92;1,7;0,88;2113;1,59
04-mai-18;01-juin-18;1;2;69,5;1,15;2,02;1,1;274;1,9
04-mai-18;01-juin-18;1;2;70;1,41;2,38;1,35;961;2,24
04-mai-18;01-juin-18;1;2;70,5;1,7;2,76;1,64;52;2,61
04-mai-18;01-juin-18;1;2;71;2,02;3,16;1,94;17;3
04-mai-18;01-juin-18;1;2;71,5;2,37;3,59;2,32;5;3,41
04-mai-18;01-juin-18;1;2;72;2,75;4,03;2,66;3;3,84
04-mai-18;01-juin-18;1;2;72,5;3,15;4,47;3,07;0;4,29
04-mai-18;01-juin-18;1;2;73;3,58;4,94;3,48;4;4,75
04-mai-18;01-juin-18;1;2;74;4,47;5,89;4,34;0;5,69
04-mai-18;01-juin-18;1;2;74,5;4,93;6,37;4,79;0;6,17
04-mai-18;01-juin-18;1;2;75;5,4;6,86;5,25;0;6,65
04-mai-18;01-juin-18;1;2;75,5;5,88;7,34;5,72;0;7,14
04-mai-18;01-juin-18;1;2;76;6,36;7,84;6,2;0;7,63
04-mai-18;01-juin-18;1;2;76,5;6,85;8,33;6,68;0;8,12
04-mai-18;01-juin-18;1;2;77;7,34;8,82;7,17;0;8,61
04-mai-18;01-juin-18;1;2;77,5;7,83;9,32;7,66;0;9,1
04-mai-18;01-juin-18;1;2;78,5;8,81;10,31;8,64;0;10,09
04-mai-18;01-juin-18;1;2;79;9,31;10,81;9,1;7;10,59
04-mai-18;01-juin-18;1;2;79,5;9,8;11,3;9,6;9;11,09
04-mai-18;01-juin-18;1;2;80;10,3;11,8;10,09;8;11,58
04-mai-18;01-juin-18;1;2;80,5;10,8;12,3;10,7;0;12,08
04-mai-18;01-juin-18;1;2;81;11,29;12,8;11,2;0;12,58
04-mai-18;01-juin-18;1;2;81,5;11,79;13,29;11,7;0;13,08
04-mai-18;01-juin-18;1;2;82;12,29;13,79;12,2;0;13,58
04-mai-18;01-juin-18;1;2;82,5;12,79;14,29;12,69;0;14,07
04-mai-18;01-juin-18;1;2;83;13,29;14,79;13,19;0;14,57
04-mai-18;01-juin-18;1;2;84;14,29;15,79;14,19;0;15,57
04-mai-18;01-juin-18;1;2;84,5;14,78;16,29;14,69;0;16,07
04-mai-18;01-juin-18;1;2;85;15,28;16,79;15,19;0;16,57
04-mai-18;01-juin-18;1;2;86;16,28;17,79;16,19;0;17,57
04-mai-18;01-juin-18;1;2;86,5;16,78;18,29;16,69;0;18,07
04-mai-18;01-juin-18;1;2;87;17,28;18,79;17,19;0;18,57
04-mai-18;01-juin-18;1;2;88;18,28;19,79;18,19;0;19,57
04-mai-18;01-juin-18;1;2;89;19,28;20,79;19,19;0;20,57
04-mai-18;01-juin-18;1;2;90;20,28;21,79;20,19;0;21,57
04-mai-18;01-juin-18;1;2;91;21,28;22,79;21,18;0;22,57
04-mai-18;01-juin-18;1;2;92;22,28;23,79;22,18;0;23,57
04-mai-18;01-juin-18;1;2;200;130,28;;;0;131,57
04-mai-18;01-juin-18;3;1;140;0,754;;;0;0,7127
04-mai-18;01-juin-18;3;1;144;0,714;;;0;0,6727
04-mai-18;01-juin-18;3;1;149;0,664;;;0;0,6227
04-mai-18;01-juin-18;3;1;150;0,654;;;0;0,6127
04-mai-18;01-juin-18;3;1;151;0,644;;;0;0,6027
04-mai-18;01-juin-18;3;1;152;0,634;;;0;0,5927
04-mai-18;01-juin-18;3;1;153;0,624;;;0;0,5827
04-mai-18;01-juin-18;3;1;154;0,614;;;0;0,5727
04-mai-18;01-juin-18;3;1;155;0,604;;;0;0,5627
04-mai-18;01-juin-18;3;1;156;0,594;;;0;0,5527
04-mai-18;01-juin-18;3;1;157;0,584;;;0;0,5427
04-mai-18;01-juin-18;3;1;158;0,574;;;0;0,5327
04-mai-18;01-juin-18;3;1;159;0,564;;;0;0,5227
04-mai-18;01-juin-18;3;1;160;0,554;;;0;0,5127
04-mai-18;01-juin-18;3;1;161;0,544;;;0;0,5027
04-mai-18;01-juin-18;3;1;162;0,534;;;0;0,4927
04-mai-18;01-juin-18;3;1;163;0,524;;;0;0,4827
04-mai-18;01-juin-18;3;1;164;0,514;;;0;0,4727
04-mai-18;01-juin-18;3;1;165;0,504;;;0;0,4627
04-mai-18;01-juin-18;3;1;167;0,484;;;0;0,4427
04-mai-18;01-juin-18;3;1;169;0,464;;;0;0,4227
04-mai-18;01-juin-18;3;1;170;0,454;;;0;0,4128
04-mai-18;01-juin-18;3;1;171;0,444;;;0;0,4028
04-mai-18;01-juin-18;3;1;172;0,434;;;0;0,3928
04-mai-18;01-juin-18;3;1;173;0,424;;;0;0,3829
04-mai-18;01-juin-18;3;1;175;0,404;;;0;0,363
04-mai-18;01-juin-18;3;1;177;0,3841;;;0;0,3431
04-mai-18;01-juin-18;3;1;178;0,3741;;;0;0,3332
04-mai-18;01-juin-18;3;1;180;0,3542;;;0;0,3133
04-mai-18;01-juin-18;3;1;182;0,3343;;;0;0,2936
04-mai-18;01-juin-18;3;1;183;0,3244;;;0;0,2837
04-mai-18;01-juin-18;3;1;184;0,3145;;;0;0,2739
04-mai-18;01-juin-18;3;1;185;0,3046;;;0;0,2641
04-mai-18;01-juin-18;3;1;186;0,2947;;;0;0,2543
04-mai-18;01-juin-18;3;1;187;0,2848;;;0;0,2446
04-mai-18;01-juin-18;3;1;188;0,275;;;0;0,2349
04-mai-18;01-juin-18;3;1;189;0,2651;;;0;0,2252
04-mai-18;01-juin-18;3;1;190;0,2553;;;0;0,2156
04-mai-18;01-juin-18;3;1;191;0,2455;;;0;0,206
04-mai-18;01-juin-18;3;1;192;0,2358;;;0;0,1965
04-mai-18;01-juin-18;3;1;195;0,2068;;;0;0,1685
04-mai-18;01-juin-18;3;1;196;0,1972;;;0;0,1593
04-mai-18;01-juin-18;3;1;197;0,1877;;;0;0,1503
04-mai-18;01-juin-18;3;1;198;0,1782;;;0;0,1414
04-mai-18;01-juin-18;3;1;199;0,1689;;;0;0,1327
04-mai-18;01-juin-18;3;1;200;0,1598;;;0;0,1242
04-mai-18;01-juin-18;3;1;201;0,1507;;;0;0,1159
04-mai-18;01-juin-18;3;1;202;0,1419;;;0;0,1079
04-mai-18;01-juin-18;3;1;203;0,1332;;;0;0,1001
04-mai-18;01-juin-18;3;1;204;0,1246;;;0;0,0926
04-mai-18;01-juin-18;3;1;205;0,1164;;;0;0,0854
04-mai-18;01-juin-18;3;1;206;0,1083;;;0;0,0785
04-mai-18;01-juin-18;3;1;207;0,1005;0,0852;;0;0,0719
04-mai-18;01-juin-18;3;1;208;0,093;0,0882;;0;0,0657
04-mai-18;01-juin-18;3;1;209;0,0857;0,0854;;0;0,0598
04-mai-18;01-juin-18;3;1;210;0,0788;0,0782;;0;0,0542
04-mai-18;01-juin-18;3;1;211;0,0723;0,0714;;0;0,0491
04-mai-18;01-juin-18;3;1;212;0,066;0,0649;;0;0,0443
04-mai-18;01-juin-18;3;1;213;0,0601;0,0588;;0;0,0398
04-mai-18;01-juin-18;3;1;214;0,0545;0,0531;;0;0,0357
04-mai-18;01-juin-18;3;1;215;0,0493;0,048;0,048;1;0,0319
04-mai-18;01-juin-18;3;1;216;0,0444;0,0426;;0;0,0284
04-mai-18;01-juin-18;3;1;217;0,0399;0,038;;0;0,0252
04-mai-18;01-juin-18;3;1;218;0,0357;0,0336;;0;0,0223
04-mai-18;01-juin-18;3;1;219;0,0318;0,0296;;0;0,0197
04-mai-18;01-juin-18;3;1;220;0,0283;0,0265;0,0261;2;0,0173
04-mai-18;01-juin-18;3;1;222;0,0222;0,0196;;0;0,0133
04-mai-18;01-juin-18;3;1;223;0,0195;0,017;;0;0,0116
04-mai-18;01-juin-18;3;1;224;0,0172;0,0146;;0;0,01
04-mai-18;01-juin-18;3;1;225;0,015;0,0125;;0;0,0087
04-mai-18;01-juin-18;3;1;226;0,0131;0,0107;;0;0,0075
04-mai-18;01-juin-18;3;1;227;0,0114;0,009;;0;0,0064
04-mai-18;01-juin-18;3;1;228;0,0099;0,0076;;0;0,0055
04-mai-18;01-juin-18;3;1;229;0,0085;0,0057;;0;0,0047
04-mai-18;01-juin-18;3;1;230;0,0073;0,0045;;0;0,004
04-mai-18;01-juin-18;3;1;231;0,0063;0,0035;;0;0,0034
04-mai-18;01-juin-18;3;1;234;0,0039;;;0;0,002
04-mai-18;01-juin-18;3;1;235;0,0033;;;0;0,0017
04-mai-18;01-juin-18;3;2;136;0,0001;;;0;0,0001
04-mai-18;01-juin-18;3;2;140;0,0001;;;0;0,0001
04-mai-18;01-juin-18;3;2;145;0,0001;;;0;0,0001
04-mai-18;01-juin-18;3;2;150;0,0001;;;0;0,0001
04-mai-18;01-juin-18;3;2;154;0,0001;;;0;0,0001
04-mai-18;01-juin-18;3;2;160;0,0001;;;0;0,0001
04-mai-18;01-juin-18;3;2;162;0,0001;;;0;0,0001
04-mai-18;01-juin-18;3;2;165;0,0001;;;0;0,0001
04-mai-18;01-juin-18;3;2;168;0,0001;;;0;0,0002
04-mai-18;01-juin-18;3;2;170;0,0001;;;0;0,0002
04-mai-18;01-juin-18;3;2;172;0,0001;;;0;0,0003
04-mai-18;01-juin-18;3;2;175;0,0002;;;0;0,0005
04-mai-18;01-juin-18;3;2;180;0,0004;0,001;0,001;5;0,0009
04-mai-18;01-juin-18;3;2;182;0,0005;;;0;0,0011
04-mai-18;01-juin-18;3;2;185;0,0008;;;0;0,0016
04-mai-18;01-juin-18;3;2;186;0,0009;;;0;0,0018
04-mai-18;01-juin-18;3;2;187;0,001;;;0;0,0021
04-mai-18;01-juin-18;3;2;190;0,0015;;;0;0,0031
04-mai-18;01-juin-18;3;2;192;0,002;;;0;0,004
04-mai-18;01-juin-18;3;2;193;0,0022;;;0;0,0045
04-mai-18;01-juin-18;3;2;195;0,0029;;;0;0,0059
04-mai-18;01-juin-18;3;2;196;0,0033;;0,0067;0;0,0068
04-mai-18;01-juin-18;3;2;197;0,0038;;0,0071;0;0,0077
04-mai-18;01-juin-18;3;2;198;0,0044;;0,007;0;0,0089
04-mai-18;01-juin-18;3;2;199;0,0051;;0,0081;0;0,0101
04-mai-18;01-juin-18;3;2;200;0,0059;0,0077;0,0077;1;0,0116
04-mai-18;01-juin-18;3;2;202;0,008;;0,0099;0;0,0153
04-mai-18;01-juin-18;3;2;203;0,0093;;0,0113;0;0,0175
04-mai-18;01-juin-18;3;2;204;0,0107;;0,0128;0;0,02
04-mai-18;01-juin-18;3;2;205;0,0124;0,0145;0,0145;3;0,0228
04-mai-18;01-juin-18;3;2;206;0,0144;;0,0162;0;0,0258
04-mai-18;01-juin-18;3;2;207;0,0166;0,017;0,017;1;0,0292
04-mai-18;01-juin-18;3;2;208;0,019;;0,0203;0;0,033
04-mai-18;01-juin-18;3;2;209;0,0218;;0,0228;0;0,0371
04-mai-18;01-juin-18;3;2;210;0,0249;;0,0255;0;0,0416
04-mai-18;01-juin-18;3;2;211;0,0283;;0,0285;0;0,0464
04-mai-18;01-juin-18;3;2;212;0,0321;0,035;0,032;1;0,0516
04-mai-18;01-juin-18;3;2;213;0,0361;;0,0358;0;0,0571
04-mai-18;01-juin-18;3;2;214;0,0405;;0,04;0;0,063
04-mai-18;01-juin-18;3;2;215;0,0453;;0,0446;0;0,0691
04-mai-18;01-juin-18;3;2;216;0,0504;0,0575;0,0496;1;0,0756
04-mai-18;01-juin-18;4;1;156;0,554;;;0;0,5275
04-mai-18;01-juin-18;4;1;163;0,484;;;0;0,4575
04-mai-18;01-juin-18;4;1;173;0,3842;;;0;0,3579
04-mai-18;01-juin-18;4;1;179;0,3246;;;0;0,2987
04-mai-18;01-juin-18;4;1;180;0,3147;;;0;0,2888
04-mai-18;01-juin-18;4;1;184;0,2753;;;0;0,2498
04-mai-18;01-juin-18;4;1;185;0,2655;;;0;0,2401
04-mai-18;01-juin-18;4;1;186;0,2557;;;0;0,2305
04-mai-18;01-juin-18;4;1;189;0,2266;;;0;0,2018
04-mai-18;01-juin-18;4;1;190;0,2169;;;0;0,1924
04-mai-18;01-juin-18;4;1;191;0,2073;;;0;0,183
04-mai-18;01-juin-18;4;1;193;0,1883;;;0;0,1646
04-mai-18;01-juin-18;4;1;194;0,1789;;;0;0,1555
