TradeDate;Contractdate;PriceCode;SettlementPrice;HighPrice;LowPrice;Volume;OpenInterest
23/10/2014;01/10/2017;4;2;0;0;0;0
24/10/2014;01/12/2014;1;81;81;80;272473;0
24/10/2014;01/01/2015;1;80;81;80;60602;0
24/10/2014;01/02/2015;1;80;81;79;25818;0
24/10/2014;01/03/2015;1;80;81;79;25239;0
24/10/2014;01/04/2015;1;80;80;79;10369;0
24/10/2014;01/05/2015;1;80;80;79;6622;0
24/10/2014;01/06/2015;1;80;80;79;32203;0
24/10/2014;01/07/2015;1;80;80;79;2525;0
24/10/2014;01/08/2015;1;80;80;79;1583;0
24/10/2014;01/09/2015;1;80;80;79;5538;0
24/10/2014;01/10/2015;1;80;79;79;1618;0
24/10/2014;01/11/2015;1;80;80;79;1312;0
24/10/2014;01/12/2015;1;80;80;79;29992;0
24/10/2014;01/01/2016;1;80;0;79;211;0
24/10/2014;01/02/2016;1;80;0;79;146;0
24/10/2014;01/03/2016;1;80;0;79;512;0
24/10/2014;01/04/2016;1;80;0;79;94;0
24/10/2014;01/05/2016;1;80;0;79;224;0
24/10/2014;01/06/2016;1;80;80;79;3477;0
24/10/2014;01/07/2016;1;80;0;79;94;0
24/10/2014;01/08/2016;1;80;0;0;68;0
24/10/2014;01/09/2016;1;80;0;0;12;0
24/10/2014;01/10/2016;1;80;0;0;2;0
24/10/2014;01/11/2016;1;80;0;0;2;0
24/10/2014;01/12/2016;1;80;80;79;7787;0
24/10/2014;01/01/2017;1;80;0;0;0;0
24/10/2014;01/02/2017;1;80;0;0;0;0
24/10/2014;01/03/2017;1;80;0;0;0;0
24/10/2014;01/04/2017;1;80;0;0;0;0
24/10/2014;01/05/2017;1;80;0;0;0;0
24/10/2014;01/06/2017;1;80;0;0;191;0
24/10/2014;01/07/2017;1;80;0;0;5;0
24/10/2014;01/08/2017;1;80;0;0;0;0
24/10/2014;01/09/2017;1;80;0;0;0;0
24/10/2014;01/10/2017;1;80;0;0;0;0
24/10/2014;01/11/2017;1;80;0;0;0;0
24/10/2014;01/12/2017;1;80;80;79;2470;0
24/10/2014;01/01/2018;1;80;0;0;0;0
24/10/2014;01/02/2018;1;80;0;0;0;0
24/10/2014;01/03/2018;1;80;0;0;0;0
24/10/2014;01/04/2018;1;80;0;0;0;0
24/10/2014;01/05/2018;1;80;0;0;0;0
24/10/2014;01/06/2018;1;80;0;0;30;0
24/10/2014;01/07/2018;1;80;0;0;0;0
24/10/2014;01/08/2018;1;80;0;0;0;0
24/10/2014;01/09/2018;1;80;0;0;0;0
24/10/2014;01/10/2018;1;80;0;0;0;0
24/10/2014;01/11/2018;1;80;0;0;0;0
24/10/2014;01/12/2018;1;80;80;79;406;0
24/10/2014;01/01/2019;1;80;0;0;0;0
24/10/2014;01/02/2019;1;80;0;0;0;0
24/10/2014;01/03/2019;1;80;0;0;0;0
24/10/2014;01/04/2019;1;80;0;0;0;0
24/10/2014;01/05/2019;1;80;0;0;0;0
24/10/2014;01/06/2019;1;80;0;0;0;0
24/10/2014;01/07/2019;1;80;0;0;0;0
24/10/2014;01/08/2019;1;80;0;0;0;0
24/10/2014;01/09/2019;1;80;0;0;0;0
24/10/2014;01/10/2019;1;80;0;0;0;0
24/10/2014;01/11/2019;1;80;0;0;0;0
24/10/2014;01/12/2019;1;80;80;79;67;0
24/10/2014;01/06/2020;1;80;0;0;0;0
24/10/2014;01/12/2020;1;80;80;79;10;0
24/10/2014;01/06/2021;1;80;0;0;0;0
24/10/2014;01/12/2021;1;80;80;80;1;0
24/10/2014;01/06/2022;1;80;0;0;0;0
24/10/2014;01/12/2022;1;80;80;80;7;0
24/10/2014;01/11/2014;3;2;2;2;18990;0
24/10/2014;01/12/2014;3;2;2;2;58675;0
24/10/2014;01/01/2015;3;2;2;2;18333;0
24/10/2014;01/02/2015;3;2;2;2;12077;0
24/10/2014;01/03/2015;3;2;2;2;9792;0
24/10/2014;01/04/2015;3;2;2;2;4943;0
24/10/2014;01/05/2015;3;2;2;2;1929;0
24/10/2014;01/06/2015;3;2;2;2;4979;0
24/10/2014;01/07/2015;3;2;2;2;1559;0
24/10/2014;01/08/2015;3;2;2;2;583;0
24/10/2014;01/09/2015;3;2;2;2;254;0
24/10/2014;01/10/2015;3;2;2;2;195;0
24/10/2014;01/11/2015;3;2;2;2;213;0
24/10/2014;01/12/2015;3;2;2;2;1144;0
24/10/2014;01/01/2016;3;2;0;2;42;0
24/10/2014;01/02/2016;3;2;0;2;24;0
24/10/2014;01/03/2016;3;2;2;2;15;0
24/10/2014;01/04/2016;3;2;0;2;9;0
24/10/2014;01/05/2016;3;2;2;2;6;0
24/10/2014;01/06/2016;3;2;0;2;13;0
24/10/2014;01/07/2016;3;2;0;2;1;0
24/10/2014;01/08/2016;3;2;0;0;0;0
24/10/2014;01/09/2016;3;2;0;0;1;0
24/10/2014;01/10/2016;3;2;0;0;3;0
24/10/2014;01/11/2016;3;2;0;0;3;0
24/10/2014;01/12/2016;3;2;0;2;102;0
24/10/2014;01/01/2017;3;2;0;0;0;0
24/10/2014;01/02/2017;3;2;0;0;0;0
24/10/2014;01/03/2017;3;2;0;0;0;0
24/10/2014;01/04/2017;3;2;0;0;0;0
24/10/2014;01/05/2017;3;2;0;0;0;0
24/10/2014;01/06/2017;3;2;0;0;0;0
24/10/2014;01/07/2017;3;2;0;0;0;0
24/10/2014;01/08/2017;3;2;0;0;0;0
24/10/2014;01/09/2017;3;2;0;0;0;0
24/10/2014;01/10/2017;3;2;0;0;0;0
24/10/2014;01/11/2017;3;2;0;0;0;0
24/10/2014;01/12/2017;3;2;0;0;0;0
24/10/2014;01/01/2018;3;2;0;0;0;0
24/10/2014;01/11/2014;4;2;2;2;33590;0
24/10/2014;01/12/2014;4;2;2;2;50497;0
24/10/2014;01/01/2015;4;2;2;2;14649;0
24/10/2014;01/02/2015;4;2;2;2;6360;0
24/10/2014;01/03/2015;4;2;2;2;4985;0
24/10/2014;01/04/2015;4;2;2;2;2157;0
24/10/2014;01/05/2015;4;2;2;2;1531;0
24/10/2014;01/06/2015;4;2;2;2;1890;0
24/10/2014;01/07/2015;4;2;2;2;956;0
24/10/2014;01/08/2015;4;2;2;2;408;0
24/10/2014;01/09/2015;4;2;2;2;280;0
24/10/2014;01/10/2015;4;2;2;2;141;0
24/10/2014;01/11/2015;4;2;2;2;140;0
24/10/2014;01/12/2015;4;2;2;2;606;0
24/10/2014;01/01/2016;4;2;0;2;15;0
24/10/2014;01/02/2016;4;2;0;2;0;0
24/10/2014;01/03/2016;4;2;0;2;0;0
24/10/2014;01/04/2016;4;2;0;0;0;0
24/10/2014;01/05/2016;4;2;0;0;0;0
24/10/2014;01/06/2016;4;2;0;0;0;0
24/10/2014;01/07/2016;4;2;0;0;0;0
24/10/2014;01/08/2016;4;2;0;0;0;0
24/10/2014;01/09/2016;4;2;0;0;0;0
24/10/2014;01/10/2016;4;2;0;0;0;0
24/10/2014;01/11/2016;4;2;0;0;0;0
24/10/2014;01/12/2016;4;2;0;0;0;0
24/10/2014;01/01/2017;4;2;0;0;0;0
24/10/2014;01/02/2017;4;2;0;0;0;0
24/10/2014;01/03/2017;4;2;0;0;0;0
24/10/2014;01/04/2017;4;2;0;0;0;0
24/10/2014;01/05/2017;4;2;0;0;0;0
24/10/2014;01/06/2017;4;2;0;0;0;0
